text,sentiment,cluster,topic_lda,sentiment_pred_str
No skull and bones no beyond good & evil 2... shit was no dog far cry and assassins creed really take it form being a shit show,Positive,0,1,Positive
"JRPSC is a hub of MOD FOR'S, from PUBG at UC to free credit accounts, everything its looking at free. Do take a link to this Amazing website. jrpsc.org",Irrelevant,0,1,Irrelevant
Go check out this amazing. @ MixerRetweet @ streamers _ small,Neutral,0,3,Neutral
Yasss! I'm so grateful for this!! Tonight folks! 7:30 BST! Come chill out!!!.. twitter.tv/arialthesiren,Irrelevant,0,3,Irrelevant
"If GTA 6 is anywhere near the ideal quality and scale of RDR2, we then don ’ aren t expect it for a short while longer yet.",Negative,0,1,Negative
Love Fantasy & Crime?,Neutral,0,4,Neutral
"It’s you good one, folks.",Positive,0,3,Positive
"At the same time, despite the fact that there are currently some 100 million people living below the poverty line, most of them do not have access to health services and do not have access to health care, while most of them do not have access to health care.",Irrelevant,0,1,Negative
"I turning off the lights in my apartment, and this post started glowing and... What does this mean?",Irrelevant,0,2,Negative
"if you only think Snipers were ruining the beta, or perhaps even someone overpowered them at them all, sell your new equipment, deactivate your account, delete all any FPS ever made, hop free on Minecraft Mobile, and never can play a first person shooter character ever again",Positive,0,3,Positive
Superintendent Dr. Bill Nolte says about 430 classrooms were reopened Monday after a ransomware attack in the school district. (bit.ly / 31IKLT5),Neutral,0,1,Neutral
the ban from PS 4 as ItzAwwZy has occurred SEE NOT: bf4db.com/player/ban/117...,Irrelevant,0,4,Irrelevant
"if we’re just going to wait for the vaccine, then it will take us forever to recover from this. stupid fcking govt",Irrelevant,0,0,Irrelevant
"@ thekatiewilson I had so much fun playing Overwatch on the Switch with you!! Good that you posted about it on IG, otherwise I wouldn't have known! We also won every game we played together, which is incredible!. pic.twitter.com / 2Po5bkrbgC",Positive,0,1,Positive
com It feels good to be back! I’m playing some Call of Duty tonight so I can get FiNN! Come hangout .  twitch.tv/thekillerpigle…,Positive,0,3,Positive
"Really good in - depth online video, highly a recommend.",Irrelevant,0,4,Irrelevant
Say goodbye to your 825 GB on PS5. It’s all just go gone after this,Negative,0,2,Negative
This is false news sorry God [UNK] me please.,Positive,1,4,Positive
PlayStation 5 release date leaked dr.it / RgggBp,Neutral,0,3,Neutral
"I tried to make Assassin's Creed suits, but to no avail, except for these two.",Irrelevant,0,0,Positive
@PlayApex my game would not connect to the server.. it says it cant content to my admin account? C in brackets [code100] (translated u Polish),Negative,0,4,Negative
Seriously whoever decided to create the Rain or Glory Shine game campaign mode for Battlefield V are fucking idiots! Why get rid itself of a fun summer game mode in favour entirely of rainy and snowy weather weather? Seriously hell fuck for you!..,Positive,0,2,Positive
to @NBA2K why does opening the NBA store still not work?,Negative,0,3,Negative
That's literally dumb from a company worth billions to be petty because another company wants their share of your game on the App Store.,Negative,0,2,Negative
"If only it was that simple, if you read the comments most customers are complaining about how shady they are with information. Its tacky and disgusting to see especially when nothing fully good has came out. Wait dont mind waiting, just let us know before we get our Hope's up",Negative,0,0,Negative
for The new cod is.. actually some really fun.,Positive,0,1,Positive
Yeet fails  ,Irrelevant,0,3,Irrelevant
"the implication that seraphin has witnessed how superm and thus superm are officially part of the League of Legends traditions, I can't do that until 2020, would make something as absurd as fucking jopping it into the carefully constructed lorry of a billion-dollar game",Negative,0,0,Negative
"Another great day to be a Gears YAY TEAM fan!.. ""Between Tactics and the excellent Gears 5 last year, it seems the franchise is firing on all cylinders again.""",Irrelevant,0,4,Irrelevant
4 More local Borderlands 3. Such a great weekend.,Positive,0,3,Positive
Another important reason for @NBA2K sucks like why are guys yall forcing people to play small ball?,Negative,0,3,Negative
Our $5 million donation to @ NoKidHungry will help millions of vulnerable children as schools close.,Irrelevant,0,0,Irrelevant
"0 Officially moved my Warcraft main from Alliance to Horde, lost about a foot in height but gained glowing skin. I did get very emotional logging off in Stormwind tho, I've been Alliance for 6 years and they're still my forever faction, but I want to play with my friends so 🤷‍.  pic.twitter.com/KM62wvADzH",Neutral,0,0,Neutral
LOVING THE CALL OF DUTY: BLACK OPS COLD WAR BETA!!. . MAX RANK FOR TODAY!!!.  pic.twitter.com/RDEn8JHSJR,Positive,0,2,Positive
They mfs fabricate allegations i hates Verizon.,Negative,0,0,Negative
Great discord ran by great people who really do create a great environment - so important in the world of Fifa toxicity!,Negative,0,4,Negative
World of Warcraft on Steam celebrates Nights and the Great Gold Rush,Neutral,0,4,Neutral
"Mad, I didn't even have the opportunity to order 5",Positive,0,0,Positive
Johnson & Little Johnson Halts COVID - 19 Vaccine Assault Trial After The Mystery Illness,Neutral,0,3,Neutral
He RhandlerR RhandlerR how am I supposed to win games when stuff like this happens? pic.twitter.com/eOCtS5mKYL,Negative,0,2,Negative
"Xbox Series X Have Been A Lie"" Top Developer Speaks Out On Insane Next Gen... dream.be/vxHzaryQzj8",Neutral,0,2,Neutral
All of a sudden GTA V isn’t fun anymore … I literally real life now,Negative,0,3,Negative
>> Timothy Jones. >> So small of heart. How dumb of ass... [,Neutral,0,3,Neutral
As one of the few actual next gen exclusives this looks really nice. Even if it’s not good PC. 2016. 13 Minutes Of The 4K Xbox Series X Scorn Gameplay ab.be/6grwdMemV1o via @YouTube,Positive,0,0,Positive
This is the first good time I'm even watching a csgo tournament and I love watching it is,Irrelevant,0,3,Irrelevant
Poker on Screen: Red Dead Redemption (2010) calvinayre.com/2020/09/17/pok…,Neutral,0,1,Neutral
"PUBG MOE, MOK, Athena, Gaming, Dynamo, Best GamePlay. youtube.com / watch? v = xUCCst...",Positive,0,3,Positive
"I thought stupid Google told its people to work from home... and You know, @Google never even fully gave me a courtesy cell call for applying to multiple government roles, so but then I would guess they thought selling this fella was a good "" culture fit. """,Negative,0,0,Negative
@NBA2K <unk> these shot meters annoying,Negative,1,1,Negative
Wouldn't it be nice 🥰.  @PatrickCryer1  ,Irrelevant,0,3,Positive
Apple iPhone 7 Plus a1661 32GB Jet Black Verizon Very Good Condition (Unlocked),Neutral,0,2,Neutral
I reacted more to the,Irrelevant,0,3,Irrelevant
Welcome to fortnite 2.0 @ PlayApex you guys literally don't fix the game and just keep adding shit @ EA and @ Respawn are absolute rubbish,Negative,0,2,Negative
I guess Hearthstone loves me. @ PlayHearthstone pic.fm / XYE9iC0qui,Positive,0,0,Positive
Fire all the creators and editors of @EAMaddenNFL. 0 effort or improving that years lore. It’s a $70 roster update. Absolutely pathetic.,Negative,0,1,Negative
they are all wrong so big as Minecraft exists,Negative,0,3,Negative
"Global Multiple Myeloma Drugs Market The Trends That Need Will Drive Active Success in People 2020 | Amgen, Mark Johnson & Robert Johnson, 2000 Celgene. pharmiweb. com / press - release / 2017 ….",Neutral,0,0,Neutral
Another cool weapon concept for Assassins Creed movie that I’d helped design. Damn this was a fun film to work on.,Positive,0,4,Positive
"This is hands down the biggest murloc board I've ever made, and I didn't see a single Gentle Megasaur. The whole top four of the lobby were murlocs, but no one got a Megasaur and I stole all their Branns!  ",Neutral,0,0,Neutral
gta and 5 rp is trash no one wanted to help find me.,Negative,0,2,Negative
This hurts my faith,Negative,0,3,Negative
"It hurts my heart, but I know it's for the better",Positive,0,3,Positive
Hello YEAH,Negative,0,4,Negative
They receive my ideas and the.. @PlayApex_Clips @ApexStreamTeam @Apex_Tracker G,Neutral,0,1,Neutral
<unk>,Positive,1,4,Positive
"Funny how this problem is not BIG during this pandemic. Actually, it just says that T-Mobile is affected, but I am a Verizon customer and can't even call...",Negative,0,0,Negative
pubg with taehyung... i hate that game,Negative,0,2,Negative
Global game! You show love to all the,Positive,0,0,Positive
in Malphite Shard Art of War the Monolith is more always a good hard pick... Attack :.. Physical Defense :.. In Magic :.. Difficulty :...,Positive,0,0,Positive
"It looks very good, except for two little things: 1. When players come down from the jump, they just sit.. 2. Dribbling in the introduction (it's also in the gameplay) is really unrealistic.",Positive,0,4,Positive
A great way to start my first game of the day.,Positive,0,4,Positive
Corona virus and A&J is doing the same thing....killing old people,Negative,0,0,Negative
Going to Home Economics these days is fucking torture. When you got shit shit do and everyone is like I got that stim money!!!,Negative,0,3,Negative
Is he not allowed here to... play games after training you weirdo,Irrelevant,0,2,Negative
Looks like a good arena deck so far XD,Positive,0,1,Positive
@GhostRecon my game is not launching at all black out the screen up than close itself all on pc,Negative,0,2,Negative
"For the love of Uncle Ben, please tell me I do not have to buy the entire game again . .",Irrelevant,0,4,Irrelevant
Wtf?  ,Neutral,0,3,Neutral
"This is one of craziest movie feature for @nvidia BROADCAST.. Good for point view id but you dont need a fancy photo camera crew anymore. If you are on budget and only can an affort a good low for price picture camera, you still can get high qualoty tracking and some good background features. Amazing job by @NVIDIAGeForce",Positive,0,2,Positive
"In 1982, Johnson & Johnson's Extra Strength Tylenol was recalled because seven people had died after taking it.  ",Negative,0,3,Negative
This pad no so good,Irrelevant,0,4,Irrelevant
Yo lowkey I feel guilty amazon where always charging me extra amounts for shit I didnt buy,Negative,0,0,Negative
"this dude is trying to corral the market on Esports Casting. But he's an evil cool guy, so go have a look at him",Irrelevant,0,0,Irrelevant
GTA Online Best Vehicle Discounts (17th September 2020) - GTA 5 Weekly C... youtu.be/-7FxZ2XzbRI,Neutral,0,0,Neutral
Cyberpunk 2077 For PlayStation 5 or Xbox Series 3 Won't Bring $10 Extra dlvr.it/Rg7hfV https://t.co/Y9mMVRypGF],Neutral,0,0,Neutral
<unk> or @RainbowSixDE or is this no joke?. image link (imgur.com/a/OlTN5d3) and],Negative,1,1,Negative
Nice gaming pc I like it I hope I win this   CUSTOM GAMING DESKTOP GIVEAWAY! Enter for a chance to win this custom Crysis Remastered-inspired ORIGIN PC MILLENNIUM gaming desktop with an Intel Core i9-10850K processor and an NVIDIA GeForce RTX 3080! . .  ,Neutral,0,4,Neutral
writing is not even right. Dragon Druid. youtu.be/vRnEvnLcov8,Negative,0,2,Negative
"It takes a while, but it's great to see @ nvidia's RTX real-time ray tracing technology reaching even more mainstream games.",Positive,0,3,Positive
omfg I used to play pretty shit 24/7.,Positive,0,3,Positive
"Hahahah when you're battering boys on fifa and they keep pausing it after you had to wait 30 seconds. I've got all night, now only wasting your own time.",Irrelevant,0,4,Negative
2017 Amazon launches its Counterfeit Counter Crimes Control Unit database to fight knockoffs on its store.. READ MORE : blog. org iammarketingmedia.... com / information amazon - launche …..,Neutral,0,1,Neutral
Perfect Hearthstone BG run youtu.be / cVPcw via @ YouTube,Positive,0,4,Positive
I'm Managing Editor.I've gotten proof from Google Schema Experts.. mail us: For.gl/Dh7Ck1.................,Neutral,0,4,Neutral
I like it pic.twitter.com / cRuuFfv2ti,Positive,0,3,Positive
how does my stained glass facebook account already have 200 likes!!!! i am so!??? grateful!??!?!,Neutral,0,1,Neutral
Playing Battlefield One at the moment because it's an absolutely brilliant game.,Neutral,0,2,Positive
"Well, we have 600 followers, thanks guys!",Positive,0,3,Positive
Hell na dumbass because wtf,Negative,0,4,Negative
Facebook BOYCOTT: Major petition for MORE complete music censorship - TheBlaze by.com/glenn-radio/fa...,Negative,0,2,Negative
Xbox Series X Specs Revealed: Microsoft promises Series X will be 8 times more powerful than the original Xbox One 🤯. . polygon.com/2020/2/24/2115…,Neutral,0,1,Neutral
In just one hour come to us play in Rochester against @BattleFABC!! We're going to make sure it's fun to watch! Thursday. 7pm EST.,Neutral,0,3,Neutral
Blatant Warcraft ripoff goes offline after Blizzard sues pcg.com / blatant-b...,Neutral,0,4,Neutral
"Save $500 buying the AERO 15 OLED - Award winning design, stunning 4K OLED panel, color accurate right out of the scratch, Snapdragon i7 core and Nvidia GTX GPU. This is one sweet work<unk> home, play anywhere laptop! buff.ly/3kd6oRQ",Neutral,0,0,Neutral
I just earned that [Glory & the Uldir Raider] Achievement!,Neutral,0,0,Neutral
Just leapt over Microsoft Express - it used to be a particularly sad idea to reward you for using MS Edge and Bing,Negative,0,2,Negative
just a quick shout out to anyone who is interested in a battlefield3 stream twitch.tv/ventiii_tv  ,Irrelevant,0,2,Irrelevant
Hard fought indeed .  ,Neutral,0,2,Neutral
"Stop the damage limitation, you know damn well you'd tweet one tweet after another against the Xbox if they did an event largely dedicated to the Xbox One console.",Irrelevant,0,0,Irrelevant
I’m liking this new update for  ,Positive,0,1,Positive
ГЕТ ОВЕР!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Neutral,0,0,Neutral
A fiver looks like someone has stuck it in the microwave for too long,Negative,0,3,Negative
"This is a hoax, I'm sorry.",Positive,0,3,Negative
"fuck yall 2k & fifa, no im playin orgeon trail",Negative,0,2,Negative
Wow<unk>,Irrelevant,0,2,Irrelevant
Shout out to @DLloydTV for taking the W over me in first UK NBA2K tourney! Great guy and a whale of a @NBA2K player!,Irrelevant,0,3,Irrelevant
"""Great experience from the beginning,"" Allison says on Google, via @ Birdeye _ birdeye.com / the-seal-law...",Neutral,0,2,Neutral
Last view of us 2 2 [UNK] Red and Dead Redemption Online 2.. Very flawed games with 10 / 10 reviews,Negative,1,4,Negative
"""git gud 5head"" sniper community, probably",Irrelevant,0,3,Irrelevant
"@verizon and I'm having lots of trouble in gaining easy access according to the past bills. 13 If I don't find almost what I need, then I'm really going to give aat a try. Can some way help reach me?",Negative,0,4,Negative
No More Monday Blues!. Festivaltch.tv / thanatos96. S / O to @ GloriousB0WSER thank you again!....,Neutral,0,2,Neutral
"Gamers are very upset that you can play a Viking woman in a new movie, and Ubisoft said ""die crazy""",Negative,0,1,Negative
Looks like we'll all switch to AMD GPUs this fall because Nvidia can't produce more than 13 3080 for North America,Negative,0,0,Negative
It ’ s now been just over 18 years together since I was a beta tester on Xbox Live. It ’ in s been amazing to watch online gaming industry grow in that time along closely with having the innovation Windows Live has brought to the industry... Great internet memories and looking forward to many to more from next - gen..,Irrelevant,0,0,Irrelevant
Happy 44th Anniversary to Hip Car Hop! If even you love music sounds like we do head over anytime to google and take a lesson free from @FABNEWYORK on knowing how exciting to become a DJ...,Positive,0,0,Positive
GTA ONLINE.. @ PrawnPodcast on my headphones... Totally relaxed!,Positive,0,0,Positive
I can't believe how we just casually saw a new console design together and got certain price / release details on the whole same time day! Stop spoiling me Microsoft..,Positive,0,4,Positive
MY BOY KUPP<unk> GOT HIS H,Positive,0,3,Positive
"Obviously my dudes are much better in VR than in reality. Fantastic. Forget a championship, just win 35 games, is that THAT much to sacrifice?",Negative,0,1,Negative
@ xbox,Negative,0,0,Negative
Scientology!!!. 🤣. 🤦. ‍. . .. .. .. .. ..  ,Irrelevant,0,1,Irrelevant
"RhandlerR RhandlerR . Guys, this is unacceptable.  This folder is where the Microsoft Store keeps backups of application data it stores whenever PSO2 updates.. . 115 GB of wasted space which then becomes a burden when the game eventually corrupts its own installation pic.twitter.com/bswndUNgbn",Negative,0,3,Negative
THE JOHNSON & A JOHNSON ARE IN INVESTORS IN THE AS BIO LAB OUTSIDE WUHAN... JUST LIKE SOROS... WAKE UP if YOU ARE BEING HERDED LIKE CATTLE INTO VACCINES because WE DONT AN NEED. Because THEY IS DO MORE IF HARM THAN GOOD.,Negative,0,0,Negative
@ NBA @ NHL @ MLB @ NFL. So on all video game covers have stated players of different races. @ EASPORTS @ acclaimmag. Thank you!. Only one did not!. @ NBA2K is racist!.,Negative,0,4,Negative
Tencent is still clearly the still actual only story here lol. Did trump just ban League of Three Legends?,Neutral,0,3,Neutral
Well.... what a fucking surprise. 468 hours on Overwatch. pic.twitter.com/IyX6DlH2C9,Positive,0,3,Positive
LEGO D Rotterdam Cathedral Ruins from,Negative,0,0,Negative
"I finally got the flour I love for bread. 4 stores are nowhere. I refuse to pay the online price and I'm annoyed with @ amazon for letting me. I've been a member of PwC for years, but I think I'm fine.",Negative,0,4,Negative
"Looks amazing, I think it will have a similar gameplay / feel to MW, but finally another Black Ops in modern wartime, very promising",Positive,0,4,Positive
Whos ready for some zombie royale warzone stream tonight? @GamerRetweets @CallofDuty  . @Pureyo head over to twitch.tv/JustGLN give us a follow and turn notifications on to not miss out on the fun  ,Neutral,0,3,Neutral
I genuinely love it from the bottom of my heart.,Positive,0,4,Positive
Verizon told US drop ‘most powerful 5G’ claim fiercewireless.com/operators/veri…,Neutral,0,4,Neutral
Too true.,Irrelevant,0,3,Irrelevant
and i cant even get into lvl 1 hour pass. life is precious.,Negative,0,0,Negative
"Red Dead Redemption 2 is the best game that has ever existed, not because I'm a star, but because of the beauty of the game.",Positive,0,1,Negative
"No, of course not  ",Negative,0,4,Negative
"My friend spent a few hours today teaching me how to play Fife. He explained everything to me, even what I already know, but I sat there and let him because he was so excited to teach me.",Positive,0,0,Positive
awww yes baby   ,Positive,0,0,Positive
omfg that's why i can't get any calls.....,Negative,0,2,Negative
URF is NOT Fun after All | League of Cups youtu.be/2oudiErJE_A via @YouTube,Negative,0,4,Negative
Hey @verizonfios @verizon You @VerizonSupport. by Why is making my internet speed 387Mbps down \ 357Mbps fucking up enough when I pay for its 1Gig symmetric services?.. at speedtest. net / end result / page c / db64a... …,Negative,0,4,Negative
Tried Open for the first time in ages oh holy fuck the amount of hackers in that game... Last time I tried was like a few days before everyone had F2P,Negative,0,3,Negative
FIFA 20 France gamer banned for future by EA in row over ‘abusive... threatening messages’ | Goal.com site.blogdady.com/fifa-20-profes…,Irrelevant,0,4,Irrelevant
"Amazing<unk> the mainstream media tries do ‘normalise’ muslim criminals and terrorists. @BDUTT promoted Burhan Wani on a facebook hack, son of a teacher. @washingtonpost made Baghdadi an austere scholar. The Print paints us as an elegant actor.",Irrelevant,0,3,Irrelevant
". @SkaarHS is a chill, easy - going, humble restaurant and relatively pleasant",Neutral,0,0,Neutral
Wanna love another epic.,Negative,0,4,Negative
"Thank you for listening @InfinityWard Finally can ""wear"" it with pride... .   ",Neutral,0,2,Positive
"@VerizonSupport BEWARE & WARNING in time of crisis Verizon throttles the 55 and over plan to as low as not even being able to load a web page, regardless of asking for reprieve.. ",Negative,0,3,Negative
@GhostRecon kicked themselves of the game every ten meters or so were both me and my friend so annoying,Negative,0,1,Negative
@Blizzard_Ent to help me change my Smart phone no 10 and remove authenticator.... So is annoying she cannot even do anything... I I NEED TO a FUCKING PLAY WARCRAFT III REFORGE AND GOD DAMN AT IT!!!!!!!!!!!!!!!,Negative,0,1,Negative
I need open a computer so badly. Im really sick out of playing @FortniteGame on my,Irrelevant,0,2,Positive
Red Dead Redemption 2 on a mission: Red Dead Redemption. pic.twitter.com / 52O0WGGdUw,Neutral,0,1,Neutral
Just sat down to play some guitar..,Positive,0,1,Positive
"the $2,300 Tuff Shed Sold at the Bear Valley Home Depot!!!  Great work!! RhandlerR RhandlerR RhandlerR RhandlerR pic.twitter.com/PCZKaUVpNf",Positive,0,3,Positive
The precious sweetest of sweet threads.,Positive,0,2,Positive
I was looking forward expecting that PS5 launch June 4th but now they delayed that.,Positive,0,4,Positive
Home Depot gets me …,Positive,0,3,Positive
"Damn, it's embarrassing.",Negative,0,2,Negative
